Ensembl Gene ID	EntrezGene ID	HGNC symbol
ENSG00000256632		
ENSG00000232965		RPS12P18
ENSG00000175203	10540	DCTN2
ENSG00000239906		
ENSG00000256211		
ENSG00000244675		
ENSG00000264635		
ENSG00000164691	117289	TAGAP
ENSG00000254305		MRPL9P1
ENSG00000005513	30812	SOX8
ENSG00000280025		
ENSG00000080618	1361	CPB2
ENSG00000186026	342909	ZNF284
ENSG00000132383	6117	RPA1
ENSG00000230133	400839	
ENSG00000263787		
ENSG00000165171	155368	WBSCR27
ENSG00000132478	85451	UNK
ENSG00000166035	3990	LIPC
ENSG00000236387		
ENSG00000231922		
ENSG00000206043	644041	C18orf63
ENSG00000007866	7005	TEAD3
ENSG00000263125		ARL2BPP8
ENSG00000242247	26286	ARFGAP3
ENSG00000166949	4088	SMAD3
ENSG00000180433	128371	OR6K6
ENSG00000134443	2922	GRP
ENSG00000158411	129531	MITD1
ENSG00000227212		PFN1P6
ENSG00000273123		
ENSG00000133106	94240	EPSTI1
ENSG00000163636	9861	PSMD6
ENSG00000154678	5137	PDE1C
ENSG00000257698		
ENSG00000128512	9732	DOCK4
ENSG00000165076	136242	PRSS37
ENSG00000231722		
ENSG00000197822	100506658	OCLN
ENSG00000111911	135114	HINT3
ENSG00000115758	4953	ODC1
ENSG00000240687		
ENSG00000214595	400954	EML6
ENSG00000215097		DUSP8P3
ENSG00000261286		
ENSG00000171016	26108	PYGO1
ENSG00000105372	6223	RPS19
ENSG00000224167		
ENSG00000232200		
ENSG00000276996	6531	SLC6A3
ENSG00000124795	7913	DEK
ENSG00000253829		
ENSG00000266850	101927571	
ENSG00000278174	4905	NSF
ENSG00000234758		
ENSG00000134516	1794	DOCK2
ENSG00000162944	130132	RFTN2
ENSG00000181588	399664	MEX3D
ENSG00000234134		
ENSG00000214074		RPL23AP39
ENSG00000197147	23507	LRRC8B
ENSG00000272202		
ENSG00000236799	102724589	
ENSG00000230627		
ENSG00000232950		ZNF519P1
ENSG00000120832	80298	MTERF2
ENSG00000206256	9374	PPT2
ENSG00000132640	22903	BTBD3
ENSG00000187855	121549	ASCL4
ENSG00000270269		IMMP1LP1
ENSG00000235051		
ENSG00000272545		
ENSG00000236113		MCCD1P2
ENSG00000174527	283446	MYO1H
ENSG00000236746		HLA-W
ENSG00000139826	84945	ABHD13
ENSG00000235858		
ENSG00000275600	284098	PIGW
ENSG00000163138	133015	PACRGL
ENSG00000010610	920	CD4
ENSG00000185973	55217	TMLHE
ENSG00000134186	55119	PRPF38B
ENSG00000172426	221421	RSPH9
ENSG00000260588		
ENSG00000115507	5013	OTX1
ENSG00000282421		
ENSG00000236940		
ENSG00000233651		
ENSG00000253389		
ENSG00000259240		
ENSG00000272622		
ENSG00000126778	6495	SIX1
ENSG00000259306		
ENSG00000270513		
ENSG00000247516	100505738	MIR4458HG
ENSG00000247516	100616142	MIR4458HG
ENSG00000268601		
ENSG00000259840		
ENSG00000254574		
ENSG00000261186	102723927	
ENSG00000109775	55325	UFSP2
ENSG00000213188		YBX1P4
ENSG00000277106	162540	SPPL2C
ENSG00000168484	6440	SFTPC
ENSG00000237455	106480429	HLA-DQB1-AS1
ENSG00000272473		
ENSG00000189091	23450	SF3B3
ENSG00000155511	2890	GRIA1
ENSG00000278741	29	ABR
ENSG00000238148	253018	HCG27
ENSG00000234069		GAPDHP53
ENSG00000109738	2743	GLRB
ENSG00000232971		
ENSG00000013583	50865	HEBP1
ENSG00000226209		C8orf59P1
ENSG00000272888		LINC01578
ENSG00000147753	246122	TTTY7
ENSG00000224839		RPL12P17
ENSG00000185818	339983	NAT8L
ENSG00000260990		
ENSG00000228509		
ENSG00000279395	219437	OR5L1
ENSG00000113249	26762	HAVCR1
ENSG00000280401		
ENSG00000181524		RPL24P4
ENSG00000104883	92960	PEX11G
ENSG00000248554		
ENSG00000268593		
ENSG00000276502		
ENSG00000269420	106144526	PLA2G4C-AS1
ENSG00000250860		
ENSG00000211745		TRBV4-2
ENSG00000279148		
ENSG00000227271		RPL39P25
ENSG00000256108		
ENSG00000230748		
ENSG00000258778		
ENSG00000228963		OR7E93P
ENSG00000099995	10291	SF3A1
ENSG00000259918		NDUFA5P11
ENSG00000242320		RPL21P126
ENSG00000010626	10233	LRRC23
ENSG00000223922		ASS1P2
ENSG00000279660		
ENSG00000253800		
ENSG00000281513		
ENSG00000259502		
ENSG00000253959		
ENSG00000259630		
ENSG00000197557	92104	TTC30A
ENSG00000234315		OSTCP5
ENSG00000259276		
ENSG00000266369		
ENSG00000176894	5827	PXMP2
ENSG00000237655		
ENSG00000137337	9656	MDC1
ENSG00000274338	79820	CATSPERB
ENSG00000256101		
ENSG00000227511		
ENSG00000235424		SUMO2P10
ENSG00000225300	101928139	
ENSG00000251374		
ENSG00000146722	541473	
ENSG00000173838	162333	MARCH10
ENSG00000258231	100506869	
ENSG00000171819	10218	ANGPTL7
ENSG00000276458	114823	LENG8
ENSG00000211959		IGHV4-39
ENSG00000276370	645382	PRAMEF33P
ENSG00000279598		
ENSG00000179399	2262	GPC5
ENSG00000271011		
ENSG00000232691		
ENSG00000182541	3985	LIMK2
ENSG00000257979		SNRPGP18
ENSG00000267320		
ENSG00000256204		
ENSG00000225678		
ENSG00000235930		HSPE1P12
ENSG00000228881	7726	TRIM26
ENSG00000238243	343171	OR2W3
ENSG00000227007	101929390	LINC01247
ENSG00000136813	23392	KIAA0368
ENSG00000277690		
ENSG00000155090	7071	KLF10
ENSG00000235689		
ENSG00000230447		CTF2P
ENSG00000278574	9326	ZNHIT3
ENSG00000100241	6305	SBF1
ENSG00000205116	643965	TMEM88B
ENSG00000143450	51686	OAZ3
ENSG00000167281	146713	RBFOX3
ENSG00000272465		
ENSG00000240328		
ENSG00000261594	100507050	TPBGL
ENSG00000232312	7918	GPANK1
ENSG00000156711	5603	MAPK13
ENSG00000243440		
ENSG00000262810		
ENSG00000108448	147166	TRIM16L
ENSG00000283065		
ENSG00000149930	9344	TAOK2
ENSG00000047634	6322	SCML1
ENSG00000254609		
ENSG00000169340	204474	PDILT
ENSG00000170802	3344	FOXN2
ENSG00000259457		
ENSG00000273796		
ENSG00000257286		
ENSG00000078304	5527	PPP2R5C
ENSG00000102317	5935	RBM3
ENSG00000218870		SLC25A6P6
ENSG00000206472	26531	OR11A1
ENSG00000134371	79577	CDC73
ENSG00000257060		
ENSG00000185499	4582	MUC1
ENSG00000172150	26189	OR1A2
ENSG00000224963		
ENSG00000275632		
ENSG00000145835		CDKN2AIPNLP2
ENSG00000277778	595135	PGM5P2
ENSG00000235643	101929181	
ENSG00000267581		
ENSG00000013375	5238	PGM3
ENSG00000241886		
ENSG00000178921	5198	PFAS
ENSG00000239649	151325	MYADML
ENSG00000138756	55589	BMP2K
ENSG00000049247	10911	UTS2
ENSG00000278593		
ENSG00000278932	101930100	
ENSG00000130517	54858	PGPEP1
ENSG00000262980		OR52L2P
ENSG00000255502		
ENSG00000180919	196335	OR56B4
ENSG00000172757	1072	CFL1
ENSG00000142694	55194	EVA1B
ENSG00000273881		LILRP1
ENSG00000236266		
ENSG00000022976	55778	ZNF839
ENSG00000228291		
ENSG00000226591		COL11A2P1
ENSG00000188467	283652	SLC24A5
ENSG00000236556		
ENSG00000033030	55596	ZCCHC8
ENSG00000258506		
ENSG00000151014	25819	NOCT
ENSG00000230663		FAM224B
ENSG00000235054	284661	
ENSG00000278685	392843	IQCA1L
ENSG00000134955	219855	SLC37A2
ENSG00000141582	8535	CBX4
ENSG00000176826	360132	FKBP9P1
ENSG00000196189	64218	SEMA4A
ENSG00000164211	134429	STARD4
ENSG00000277768	6349	CCL3L3
ENSG00000277768	414062	CCL3L3
ENSG00000101363	63905	MANBAL
ENSG00000269387		
ENSG00000229013		
ENSG00000232736		
ENSG00000183255	754	PTTG1IP
ENSG00000234587		MRPL50P1
ENSG00000237783		
ENSG00000283542		
ENSG00000279491		
ENSG00000197565	1288	COL4A6
ENSG00000225957		
ENSG00000256963		
ENSG00000169439	6383	SDC2
ENSG00000260290		
ENSG00000146540	84310	C7orf50
ENSG00000108055	9126	SMC3
ENSG00000213057	400798	C1orf220
ENSG00000253260		
ENSG00000253413		
ENSG00000215182	4586	MUC5AC
ENSG00000143761	375	ARF1
ENSG00000143761	100500810	ARF1
ENSG00000274273	374868	ATP9B
ENSG00000129932	83475	DOHH
ENSG00000129473	599	BCL2L2
ENSG00000253455		
ENSG00000227946		
ENSG00000268643		
ENSG00000149294	4684	NCAM1
ENSG00000250934		
ENSG00000235029		MNX1-AS2
ENSG00000234936		
ENSG00000214087	339231	ARL16
ENSG00000010671	695	BTK
ENSG00000177144		NUDT4P1
ENSG00000238203	80737	VWA7
ENSG00000117322	1380	CR2
ENSG00000271546		
ENSG00000272447	642361	
ENSG00000131724	3597	IL13RA1
ENSG00000272489		
ENSG00000136932	51531	TRMO
ENSG00000251270		
ENSG00000166987	114785	MBD6
ENSG00000230942		HMGN1P5
ENSG00000060971	30	ACAA1
ENSG00000229331		GK-IT1
ENSG00000105723	2931	GSK3A
ENSG00000196684	84941	HSH2D
ENSG00000236304		
ENSG00000250480		
ENSG00000114790	26084	ARHGEF26
ENSG00000138594	29766	TMOD3
ENSG00000164129	4889	NPY5R
ENSG00000235058		ZMYND10-AS1
ENSG00000204300	338661	TMEM225
ENSG00000227076		
ENSG00000274045		
ENSG00000255545		
ENSG00000180739	53637	S1PR5
ENSG00000253343		
ENSG00000224546		EIF4BP3
ENSG00000140527	56964	WDR93
ENSG00000279097		
ENSG00000260018		
ENSG00000258559		
ENSG00000254857		
ENSG00000186393	353288	KRT26
ENSG00000283580		
ENSG00000223657		KRT8P51
ENSG00000173258	158399	ZNF483
ENSG00000234168		LINC01039
ENSG00000140526	11057	ABHD2
ENSG00000177300	53842	CLDN22
ENSG00000161542	5635	PRPSAP1
ENSG00000182447	131149	OTOL1
ENSG00000102879	11151	CORO1A
ENSG00000148730	1979	EIF4EBP2
ENSG00000185453	374920	C19orf68
ENSG00000165584	10214	SSX3
ENSG00000114251	7474	WNT5A
ENSG00000036565	6570	SLC18A1
ENSG00000225828	100128071	FAM229A
ENSG00000251288		
ENSG00000282614		DND1P1
ENSG00000230333		
ENSG00000260269		
ENSG00000250868		XKRY
ENSG00000223502	102724719	
ENSG00000253207		
ENSG00000264964		
ENSG00000258260		
ENSG00000230224		PHBP9
ENSG00000272717		
ENSG00000140992	5170	PDPK1
ENSG00000148248	6836	SURF4
ENSG00000254413		CHKB-CPT1B
ENSG00000141738	2886	GRB7
ENSG00000268108		
ENSG00000227492		
ENSG00000124116	140686	WFDC3
ENSG00000127863	55504	TNFRSF19
ENSG00000229652		
ENSG00000256050		
ENSG00000011243	26993	AKAP8L
ENSG00000228156		
ENSG00000237328	100861516	RAI1-AS1
ENSG00000004838	51364	ZMYND10
ENSG00000187109	4673	NAP1L1
ENSG00000280482		
ENSG00000156509	286151	FBXO43
ENSG00000213177		PRDX2P4
ENSG00000165188	138065	RNF183
ENSG00000280865		
ENSG00000125877	3704	ITPA
ENSG00000165379	145581	LRFN5
ENSG00000260165		
ENSG00000077274	827	CAPN6
ENSG00000277597		
ENSG00000181323	374768	SPEM1
ENSG00000226592		
ENSG00000115594	3554	IL1R1
ENSG00000279869		
ENSG00000198671		
ENSG00000279940		
ENSG00000151718	80014	WWC2
ENSG00000231535	100873962	LINC00278
ENSG00000253989		IGHVIII-38-1
ENSG00000278473		IGHV3-41
ENSG00000125675	2892	GRIA3
ENSG00000235989	150291	MORC2-AS1
ENSG00000258576		
ENSG00000224103	3113	HLA-DPA1
ENSG00000240857	57665	RDH14
ENSG00000228549		
ENSG00000254228		IGHV3-42
ENSG00000215041	84461	NEURL4
ENSG00000274995		
ENSG00000231179	4277	MICB
ENSG00000253704		
ENSG00000146250	167681	PRSS35
ENSG00000283341		
ENSG00000114315	3280	HES1
ENSG00000065978	4904	YBX1
ENSG00000151693	8853	ASAP2
ENSG00000263321		
ENSG00000206066		IGLL3P
ENSG00000186452	283471	TMPRSS12
ENSG00000250072		
ENSG00000223551		TMSB4XP4
ENSG00000274962		TEX28P1
ENSG00000169410	5780	PTPN9
ENSG00000264578		
ENSG00000214073		RPL21P17
ENSG00000230637		
ENSG00000177462	343172	OR2T8
ENSG00000256888	101928162	
ENSG00000224118		MICF
ENSG00000278812		C8orf31
ENSG00000225051		HMGB3P22
ENSG00000164849	115330	GPR146
ENSG00000163659	25976	TIPARP
ENSG00000253187	100874323	HOXA10-AS
ENSG00000261421		
ENSG00000205502	388125	C2CD4B
ENSG00000132879	93611	FBXO44
ENSG00000253932		
ENSG00000215154	652276	
ENSG00000166012	79101	TAF1D
ENSG00000166012	100302240	TAF1D
ENSG00000122958	9559	VPS26A
ENSG00000253175		
ENSG00000162434	3716	JAK1
ENSG00000160339	2220	FCN2
ENSG00000229437		LINC00366
ENSG00000176410	84277	DNAJC30
ENSG00000185294	162540	SPPL2C
ENSG00000244625		MIATNB
ENSG00000213593	51075	TMX2
ENSG00000236655		
ENSG00000249623		
ENSG00000107295	6456	SH3GL2
ENSG00000164692	1278	COL1A2
ENSG00000233376		
ENSG00000213236		YWHAZP2
ENSG00000277619		
ENSG00000251168		
ENSG00000269012		KRT18P40
ENSG00000152464	10557	RPP38
ENSG00000006607	9855	FARP2
ENSG00000251550		
ENSG00000254190		
ENSG00000188399		ANKRD36P1
ENSG00000216316		
ENSG00000198471	344892	RTP2
ENSG00000270504		
ENSG00000224412		
ENSG00000113763	90249	UNC5A
ENSG00000078399	3205	HOXA9
ENSG00000078399	442920	HOXA9
ENSG00000226784	441531	PGAM4
ENSG00000260918		
ENSG00000170175	1140	CHRNB1
ENSG00000268615		
ENSG00000232146		OR2B4P
ENSG00000204684	284788	
ENSG00000100360	11020	IFT27
ENSG00000241469	151658	LINC00635
ENSG00000132003	65249	ZSWIM4
ENSG00000254458		
ENSG00000259024	100533496	TVP23C-CDRT4
ENSG00000237129		
ENSG00000226140		
ENSG00000235790		
ENSG00000105750	7639	ZNF85
ENSG00000267543		
ENSG00000114120	55186	SLC25A36
ENSG00000236440		
ENSG00000116030	7341	SUMO1
ENSG00000237665	105376946	GRM7-AS2
ENSG00000255995		
ENSG00000179761	51268	PIPOX
ENSG00000242529		AHCYP8
ENSG00000023287	9821	RB1CC1
ENSG00000266964	5348	FXYD1
ENSG00000174106	23592	LEMD3
ENSG00000173327	4296	MAP3K11
ENSG00000233329		
ENSG00000256762	246744	STH
ENSG00000237922		
ENSG00000244125		
ENSG00000237463	400794	
ENSG00000278042		IGHV3-72
ENSG00000178404	100653515	CEP295NL
ENSG00000214944	64283	ARHGEF28
ENSG00000181026	64782	AEN
ENSG00000244327		
ENSG00000168101	84309	NUDT16L1
ENSG00000237492		OR2L9P
ENSG00000213639	5500	PPP1CB
ENSG00000103490	29108	PYCARD
ENSG00000241305		ACTG1P13
ENSG00000180284		
ENSG00000130164	3949	LDLR
ENSG00000130164	102465534	LDLR
ENSG00000160180	7033	TFF3
ENSG00000219273		
ENSG00000101856	10857	PGRMC1
ENSG00000204650	147081	CRHR1-IT1
ENSG00000204650	401884	CRHR1-IT1
ENSG00000182854	390649	OR4F15
ENSG00000162604	83941	TM2D1
ENSG00000249486		
ENSG00000112414	57211	ADGRG6
ENSG00000276430	644054	FAM25C
ENSG00000211914		IGHD6-19
ENSG00000244620		
ENSG00000267697	767558	LUZP6
ENSG00000250067	374887	YJEFN3
ENSG00000237250	100130331	
ENSG00000168702	53353	LRP1B
ENSG00000224746		
ENSG00000151348	2132	EXT2
ENSG00000183514		TDGF1P2
ENSG00000250412		KLHL2P1
ENSG00000240043		RPS27P26
ENSG00000140538	4916	NTRK3
ENSG00000280710		
ENSG00000232148		FMO11P
ENSG00000257228		
ENSG00000259950		
ENSG00000278971		
ENSG00000228259		
ENSG00000221909	221786	FAM200A
ENSG00000231725		VN1R110P
ENSG00000270419	100526820	CAHM
ENSG00000281154		
ENSG00000167528	121274	ZNF641
ENSG00000056487	112885	PHF21B
ENSG00000280734		LINC01232
ENSG00000175166	5708	PSMD2
ENSG00000246774		
ENSG00000237498		
ENSG00000238258		
ENSG00000264187		
ENSG00000270725		
ENSG00000261766		
ENSG00000232560	100505929	LINC01549
ENSG00000103260	79006	METRN
ENSG00000166509	10143	CLEC3A
ENSG00000223641	252949	TTTY17C
ENSG00000223641	474151	TTTY17C
ENSG00000223641	474152	TTTY17C
ENSG00000243836	100131176	WDR86-AS1
ENSG00000270098		LDHAL6EP
ENSG00000223437		TMSB4XP3
ENSG00000254978		ALG1L9P
ENSG00000253176		
ENSG00000231062		
ENSG00000279421		
ENSG00000173581	29903	CCDC106
ENSG00000233850		
ENSG00000277527	105373518	
ENSG00000065882	23216	TBC1D1
ENSG00000235668		
ENSG00000225429	3116	HLA-DPB2
ENSG00000223719		
ENSG00000248103		
ENSG00000232548	101928031	
ENSG00000206028		
ENSG00000225093		RPL3P7
ENSG00000182154	64975	MRPL41
ENSG00000248775		
ENSG00000260715		
ENSG00000231382		NBPF21P
ENSG00000188266	123688	HYKK
ENSG00000153936	9653	HS2ST1
ENSG00000010319	56920	SEMA3G
ENSG00000259062	161159	ACTN1-AS1
ENSG00000161405	22806	IKZF3
ENSG00000259496		
ENSG00000242293		
ENSG00000249265		
ENSG00000271557		YPEL5P2
ENSG00000196663	9895	TECPR2
ENSG00000233752		
ENSG00000237195		DLGAP5P1
ENSG00000224094		RPS24P8
ENSG00000277837		
ENSG00000087206	51720	UIMC1
ENSG00000100823	328	APEX1
ENSG00000225819		
ENSG00000235985	199	AIF1
ENSG00000231887	5554	PRH1
ENSG00000250317	389203	SMIM20
ENSG00000250122		
ENSG00000271543		
ENSG00000237813		
ENSG00000156500	159091	FAM122C
ENSG00000237154		MCFD2P1
ENSG00000175054	545	ATR
ENSG00000185019	22888	UBOX5
ENSG00000164344	3818	KLKB1
ENSG00000133119	5983	RFC3
ENSG00000269974		
ENSG00000233240		
ENSG00000269930		
ENSG00000179935		LINC00652
ENSG00000251601		
ENSG00000152093	653275	CFC1B
ENSG00000275322		
ENSG00000227661		MTCO3P18
ENSG00000235574		
ENSG00000178401	79962	DNAJC22
ENSG00000168591	79089	TMUB2
ENSG00000224638		
ENSG00000234350		
ENSG00000178096	51027	BOLA1
ENSG00000229118		
ENSG00000204278	283999	TMEM235
ENSG00000211835		TRAJ56
ENSG00000264735		
ENSG00000140105	7453	WARS
ENSG00000125354	23157	SEPT6
ENSG00000243063		IGKV3-7
ENSG00000007968	1870	E2F2
ENSG00000239718	100873945	HLTF-AS1
ENSG00000235522		
ENSG00000234206		
ENSG00000264907		PRELID3BP3
ENSG00000016082	3670	ISL1
ENSG00000278345		
ENSG00000224995	101928770	LINC01526
ENSG00000259516		ANP32AP1
ENSG00000175538	10008	KCNE3
ENSG00000272788		
ENSG00000152034	84539	MCHR2
ENSG00000270299		
ENSG00000214015		
ENSG00000233298		IFITM4P
ENSG00000145293	58478	ENOPH1
ENSG00000259688		
ENSG00000136732	2995	GYPC
ENSG00000272050		
ENSG00000223860		MCCD1P1
ENSG00000220161	400579	
ENSG00000259111		
ENSG00000270569		
ENSG00000279525		
ENSG00000226372	139425	DCAF8L1
ENSG00000260986		
ENSG00000143314	79590	MRPL24
ENSG00000158050	1844	DUSP2
ENSG00000145685	10184	LHFPL2
ENSG00000100312	49	ACR
ENSG00000269210	375196	
ENSG00000273213		
ENSG00000196465	140465	MYL6B
ENSG00000143013	8543	LMO4
ENSG00000266356		
ENSG00000234571		
ENSG00000270631		
ENSG00000214145		LINC00887
ENSG00000213594		GAPDHP25
ENSG00000276172		ELMO2P1
ENSG00000171490	26156	RSL1D1
ENSG00000166569	339302	CPLX4
ENSG00000121377	50837	TAS2R7
ENSG00000138613	83464	APH1B
ENSG00000142657	5226	PGD
ENSG00000128965	79094	CHAC1
ENSG00000196482	2104	ESRRG
ENSG00000261776		
ENSG00000151883	79668	PARP8
ENSG00000136238	5879	RAC1
ENSG00000165685	120939	TMEM52B
ENSG00000183137	285753	CEP57L1
ENSG00000230313		HCG24
ENSG00000184508	374659	HDDC3
ENSG00000260731		KRT8P22
ENSG00000146151	54511	HMGCLL1
ENSG00000162390	26027	ACOT11
ENSG00000282953		LINC00969
ENSG00000143590	1944	EFNA3
ENSG00000266960		FAM106DP
ENSG00000255254		HIGD1AP5
ENSG00000078142	5289	PIK3C3
ENSG00000170681	347273	MURC
ENSG00000171631	5031	P2RY6
ENSG00000001629	54467	ANKIB1
ENSG00000260653		
ENSG00000224850		
ENSG00000254664		
ENSG00000110324	3587	IL10RA
ENSG00000273464		
ENSG00000229209		
ENSG00000228477		
ENSG00000069399	602	BCL3
ENSG00000069399	102465879	BCL3
ENSG00000282574		
ENSG00000154415	5506	PPP1R3A
ENSG00000187260	349136	WDR86
ENSG00000226249		
ENSG00000279516	26080	FAM230C
ENSG00000259859		
ENSG00000226258	101927347	GRM7-AS3
ENSG00000282029		
ENSG00000179598	201164	PLD6
ENSG00000053108	23105	FSTL4
ENSG00000197149		
ENSG00000012171	7869	SEMA3B
ENSG00000012171	102465526	SEMA3B
ENSG00000265479	441263	DTX2P1-UPK3BP1-PMS2P11
ENSG00000236063	7920	ABHD16A
ENSG00000174876	277	AMY1B
ENSG00000255863		
ENSG00000212866	3304	HSPA1B
ENSG00000157741	254048	UBN2
ENSG00000258516		
ENSG00000230894		
ENSG00000164244	133619	PRRC1
ENSG00000273442		
ENSG00000223753		
ENSG00000227132		
ENSG00000232725		
ENSG00000168395	84289	ING5
ENSG00000135426	9840	TESPA1
ENSG00000234629		WDR82P1
ENSG00000280356		
ENSG00000229203		
ENSG00000270681		
ENSG00000256157		
ENSG00000249889		ALG1L11P
ENSG00000276278		
ENSG00000256596		
ENSG00000119760	9913	SUPT7L
ENSG00000160973	8928	FOXH1
ENSG00000279718		SNX18P12
ENSG00000175826	23399	CTDNEP1
ENSG00000236018		
ENSG00000269997		
ENSG00000188984	126767	AADACL3
ENSG00000275331	368	ABCC6
ENSG00000275331	105369239	ABCC6
ENSG00000254161		IGLVIV-65
ENSG00000229365		
ENSG00000204644	346171	ZFP57
ENSG00000275393		
ENSG00000234124	286828	CSN1S2AP
ENSG00000268240		
ENSG00000236044		FABP5P2
ENSG00000273343		
ENSG00000117501	80133	MROH9
ENSG00000133134	84707	BEX2
ENSG00000128185	85359	DGCR6L
ENSG00000257062		
ENSG00000271643		
ENSG00000241149		
ENSG00000273108		
ENSG00000249828		
ENSG00000259972		
ENSG00000125879	56914	OTOR
ENSG00000131061	84905	ZNF341
ENSG00000108064	7019	TFAM
ENSG00000236027	100169851	PATE3
ENSG00000109944	79864	C11orf63
ENSG00000184924	391356	PTRHD1
ENSG00000104140	171177	RHOV
ENSG00000232309		
ENSG00000119862	29094	LGALSL
ENSG00000250149		
ENSG00000249555		TMEM248P1
ENSG00000213069		KRT8P40
ENSG00000233049	8449	DHX16
ENSG00000226273		
ENSG00000180901	23510	KCTD2
ENSG00000260114		
ENSG00000132002	3337	DNAJB1
ENSG00000234865		
ENSG00000276520		
ENSG00000271454		
ENSG00000279999		
ENSG00000281583		
ENSG00000151748	60485	SAV1
ENSG00000225703		
ENSG00000230525	101060019	
ENSG00000250040		RAF1P1
ENSG00000241978	11217	AKAP2
ENSG00000131378	23180	RFTN1
ENSG00000122359	311	ANXA11
ENSG00000144230	2840	GPR17
ENSG00000173250	134391	GPR151
ENSG00000249934		
ENSG00000149313	60496	AASDHPPT
ENSG00000277110		TRBV6-5
ENSG00000272720		
ENSG00000258896		SCOCP1
ENSG00000197358		BNIP3P1
ENSG00000213362		FTH1P12
ENSG00000275282		CFL1P5
ENSG00000240590		RPSAP48
ENSG00000211933		IGHV6-1
ENSG00000107290	23064	SETX
ENSG00000186522	151011	SEPT10
ENSG00000226164		FGFR3P6
ENSG00000242498	348110	ARPIN
ENSG00000253956		
ENSG00000275216		
ENSG00000255680		
ENSG00000198933	9755	TBKBP1
ENSG00000162763	440699	LRRC52
ENSG00000244730		
ENSG00000273659		
ENSG00000136048	55332	DRAM1
ENSG00000249079		
ENSG00000213108		BTF3L4P3
ENSG00000274305	114823	LENG8
ENSG00000271797		
ENSG00000230357		MCCD1P1
ENSG00000248682		ARHGAP22-IT1
ENSG00000042304	56918	C2orf83
ENSG00000254730		
ENSG00000068028	11186	RASSF1
ENSG00000243904		RPSAP5
ENSG00000204933		CD177P1
ENSG00000176473	79446	WDR25
ENSG00000267322	677769	SNHG22
ENSG00000267322	103091864	SNHG22
ENSG00000282257		
ENSG00000231628		
ENSG00000110841	8496	PPFIBP1
ENSG00000223617		LINC00370
ENSG00000279211		
ENSG00000228168		HNRNPA1P21
ENSG00000224490		TTC21B-AS1
ENSG00000254127		IGLCOR22-1
ENSG00000226871		
ENSG00000219559		
ENSG00000279822		
ENSG00000213107		AHCYP5
ENSG00000164219	5229	PGGT1B
ENSG00000232023		
ENSG00000060303		RPS17P5
ENSG00000232117		LINC00384
ENSG00000231188		
ENSG00000124785	51299	NRN1
ENSG00000185041		
ENSG00000164484	114801	TMEM200A
ENSG00000264750		
ENSG00000281477	105374847	
ENSG00000261213		
ENSG00000250728		
ENSG00000258498	100302145	DIO3OS
ENSG00000123737	5393	EXOSC9
ENSG00000225806		
ENSG00000236330		RPL5P9
ENSG00000269068		
ENSG00000224149		
ENSG00000124226	55905	RNF114
ENSG00000260805		
ENSG00000173626	100128327	TRAPPC3L
ENSG00000229659		
ENSG00000251321	118425	PCAT4
ENSG00000251649		
ENSG00000239503		MARK2P8
ENSG00000168077	51435	SCARA3
ENSG00000280307		
ENSG00000249339		
ENSG00000229913		
ENSG00000238111		
ENSG00000188185		LINC00265
ENSG00000169717	140625	ACTRT2
ENSG00000130023	55780	ERMARD
ENSG00000232665		PHBP10
ENSG00000152284	83439	TCF7L1
ENSG00000250055		
ENSG00000250088		
ENSG00000266920		ACTBP9
ENSG00000224232		
ENSG00000138386	4664	NAB1
ENSG00000261202		
ENSG00000099715	27328	PCDH11Y
ENSG00000099715	83259	PCDH11Y
ENSG00000233028		
ENSG00000281349	105375115	
ENSG00000187288	63924	CIDEC
ENSG00000137959	10964	IFI44L
ENSG00000198799	9860	LRIG2
ENSG00000156381	122416	ANKRD9
ENSG00000259084		
ENSG00000133477	113828	FAM83F
ENSG00000231247	170954	PPP1R18
ENSG00000276930	115653	KIR3DL3
ENSG00000278006	6362	CCL18
ENSG00000244381		
ENSG00000259998		
ENSG00000273679		
ENSG00000245482		
ENSG00000255174		
ENSG00000276070	9560	CCL4L2
ENSG00000276070	388372	CCL4L2
ENSG00000261790		
ENSG00000242162		
ENSG00000137710	5962	RDX
ENSG00000261079		
ENSG00000219700		PTCHD3P3
ENSG00000238226	106480429	HLA-DQB1-AS1
ENSG00000274756		
ENSG00000244128		LINC01322
ENSG00000164088	132160	PPM1M
ENSG00000273356		
ENSG00000166743	116285	ACSM1
ENSG00000152683	55676	SLC30A6
ENSG00000237711		MTCO3P11
ENSG00000187531	51547	SIRT7
ENSG00000228487		
ENSG00000166111	55530	SVOP
ENSG00000090612	10795	ZNF268
ENSG00000282615		IGHJ5
ENSG00000235917		MTCO2P11
ENSG00000249341	100506444	
ENSG00000257550	100652999	
ENSG00000278311	79893	GGNBP2
ENSG00000173599	5091	PC
ENSG00000270764		
ENSG00000230225		MTND5P14
ENSG00000257622		
ENSG00000123342	4327	MMP19
ENSG00000264943		SH3GL1P2
ENSG00000138031	109	ADCY3
ENSG00000223977		
ENSG00000231814	100885798	LINC00210
ENSG00000220541		
ENSG00000283303		
ENSG00000162493	10630	PDPN
ENSG00000112335	8724	SNX3
ENSG00000250462		LRRC37BP1
ENSG00000225129		
ENSG00000234713		
ENSG00000271779		
ENSG00000254038		
ENSG00000249026		
ENSG00000236307		EEF1E1P1
